序號,區別,幼兒園名稱,幼兒園電話,幼兒園住址,核定總招收數,核准設立日期,設立許可文號,類型
342,仁德區,臺南市私立仁德聖兒幼兒園,(06)2667832,[717]臺南市仁德區大甲里20鄰中正西路493號,90,1981/12/15,府教國字第131564號,私立
343,仁德區,臺南市私立寶琪幼兒園,(06)2666122,[717]臺南市仁德區中洲里3鄰28-8號,60,2001/10/08,府社福字第149142號,私立
344,歸仁區,臺南市私立吉尼斯幼兒園,(06)3300708,[711]臺南市歸仁區南保里31鄰民權八街43號,263,1996/07/08,府教國字第116691號,私立
345,歸仁區,臺南市私立育仁幼兒園,(06)2390433,[711]臺南市歸仁區南保里52鄰民權南路116、118、116之1號,271,1990/12/26,府教國字第161493號,私立
346,歸仁區,臺南市私立歸園幼兒園,(06)2305739,[711]臺南市歸仁區後市里33鄰文化街二段55號,390,1988/04/26,府教國字第48007號,私立
347,歸仁區,臺南市私立中美幼兒園,(06)3307731,[711]臺南市歸仁區後市里8鄰大順街120號,232,1999/05/04,府教國字第076663號,私立
348,歸仁區,臺南市私立至美幼兒園,(06)3308558,[711]臺南市歸仁區辜厝里10鄰民權南路191巷45號,90,1993/06/30,府教國字第98691號,私立
349,歸仁區,臺南市私立媬能幼兒園,(06)3309199,[711]臺南市歸仁區許厝里11鄰公園路157巷60號,40,2006/10/13,府社福字第0950217863號,私立
350,歸仁區,臺南市私立仁愛幼兒園,(06)3303222,[711]臺南市歸仁區看西里23鄰成功三街255號,90,2001/07/30,府教特字第111121號,私立
351,歸仁區,臺南市私立佳音幼兒園,(06)2712990,[711]臺南市歸仁區大廟里6鄰大廟一街149號,30,1984/04/21,府教國字第39734號,私立
352,歸仁區,臺南市私立至善幼兒園,(06)2304455,[711]臺南市歸仁區南興里3鄰民生北街130號,420,1982/07/24,府教國字第77912號,私立
353,歸仁區,臺南市私立新才華幼兒園,(06)2395460,[711]臺南市歸仁區歸南里3鄰中正南路一段588號,160,2018/10/22,南市教特(一)字第1071163956號,私立
354,歸仁區,臺南市私立巨光幼兒園,(06)2303489,[711]臺南市歸仁區文化里17鄰文化北街162號,160,1984/08/27,府社福字第85511號,私立
355,關廟區,臺南市私立正大幼兒園,(06)5956906,[718]臺南市關廟區北勢里13鄰仁愛路625號,95,1985/11/02,府教國字第131899號,私立
356,關廟區,臺南市私立昇良幼兒園,(06)5959961,[718]臺南市關廟區北勢里7鄰花園三街101號,135,1991/05/21,府社福字第62255號,私立
357,關廟區,臺南市私立真善美幼兒園,(06)5959054,[718]臺南市關廟區五甲里16鄰東安街136、138號,228,1991/02/12,府教國字第16650號,私立
358,關廟區,臺南市私立松安幼兒園,(06)5955432,[718]臺南市關廟區東勢里6鄰松安街63巷2號,90,1984/04/23,府教國字第39733號,私立
359,關廟區,臺南市私立明德幼兒園,(06)5956277,[718]臺南市關廟區南花里12鄰明德街19號,30,1986/01/08,府教國字第152469號,私立
360,永康區,臺南市私立威爾森幼兒園,(06)2013223,[710]臺南市永康區五王里34鄰五福街71號,270,2003/11/03,府教特字第0920186248號,私立
361,永康區,臺南市私立萊恩幼兒園,(06)2326894,[710]臺南市永康區五王里29鄰振興路93號,165,1995/08/21,府社福字第136810號,私立
362,永康區,臺南市私立中華幼兒園,(06)3026529,[710]臺南市永康區五王里2鄰成功路35號,90,1981/11/25,府教國字第127275號,私立
363,永康區,臺南市私立克徠兒幼兒園,(06)3027895,[710]臺南市永康區五王里2鄰中華路392號1-3樓,90,2011/10/03,府社兒字第1000678757號,私立
364,永康區,臺南市私立互動幼兒園,(06)23020572,[710]臺南市永康區五王里7鄰中山東路282號,30,2007/08/17,府社福字第0960180890號,私立
365,永康區,臺南市私立愛佳幼兒園,(06)2323341,[710]臺南市永康區網寮里19鄰永大一路366號,150,1982/12/16,府教國字第130786號,私立
366,永康區,臺南市私立永康幼兒園,(06)2011565,[710]臺南市永康區永康里37鄰永大路二段1220號,210,1984/05/17,府教國字第49532號,私立
367,永康區,臺南市私立侑之苑幼兒園,(06)2019165,[710]臺南市永康區永康里42鄰文化路82號,170,1986/10/28,府社福字第128853號,私立
368,永康區,臺南市私立幼華幼兒園,(06)2322576,[710]臺南市永康區埔園里2鄰中山路94巷7號,108,1984/07/10,府教國字第74919號,私立
369,永康區,臺南市私立德安幼兒園,(06)2013597,[710]臺南市永康區埔園里2鄰中山路94巷5號,150,1997/04/18,府教國字第064695號,私立
370,永康區,臺南市私立英格堡幼兒園,(06)2029077,[710]臺南市永康區埔園里29鄰龍埔街291巷27號,140,1996/03/28,府社福字第52044號,私立
371,永康區,臺南市私立英格爾幼兒園,(06)2029017,[710]臺南市永康區埔園里29鄰龍埔街291巷25號,79,2018/02/21,南市教特(一)字第1070204293號,私立
372,永康區,臺南市私立嬌生幼兒園,(06)2044578,[710]臺南市永康區大橋里3鄰大橋二街85號,60,2006/03/09,府教特字第0950050154號,私立
373,永康區,臺南市私立天才幼兒園,(06)2329501,[710]臺南市永康區大橋里28鄰中華路602號,180,1986/01/06,府社福字第2550號,私立
374,永康區,臺南市私立白天鵝幼兒園,(06)2310906,[710]臺南市永康區大橋里2鄰大橋一街73巷109號,162,2002/01/28,府教特字第0910016264號,私立
375,永康區,臺南市私立艾迪斯幼兒園,(06)2530325,[710]臺南市永康區塩行里12鄰鹽洲一街27號,146,1989/11/10,府教國字第146653號,私立
376,永康區,臺南市私立史塔納幼兒園,(06)2539394,[710]臺南市永康區塩行里31鄰仁愛街46-1、46-2號,40,1997/03/19,府社福字第045940號,私立
377,永康區,私立台南家專學校財團法人台南應用科技大學附設臺南市漢家幼兒園,(06)2534293,[710]臺南市永康區塩行里12鄰中正路529號,240,1983/12/21,府教國字第131678號,私立
378,永康區,臺南市私立輔仁幼兒園,(06)2714086,[710]臺南市永康區東灣里37鄰大灣一街341號,228,1983/02/01,府教國字第12345號,私立
379,永康區,臺南市私立永康文心幼兒園,(06)2711994,[710]臺南市永康區西灣里44鄰永華路191號,130,1995/08/03,府社福字第125809號,私立
380,永康區,臺南市私立童園幼兒園,(06)2731561,[710]臺南市永康區西灣里27鄰永大路二段365號,120,1997/02/11,府教國字第023001號,私立
381,永康區,臺南市私立優學幼兒園,(06)2733524,[710]臺南市永康區南灣里43鄰大灣路537巷10號,210,1996/07/19,府教國字第124846號,私立
382,永康區,私立崑山科技大學附設臺南市幼兒園,(06)2727175#319,[710]臺南市永康區崑山里8鄰崑大路195號,90,2004/12/30,府教特字第0930255679號,私立
383,永康區,臺南市私立永強繪本藝術幼兒園,(06)2723287,[710]臺南市永康區崑山里43鄰大灣路942巷371弄38號,200,1999/06/29,府社福字第113875號,私立
384,永康區,臺南市私立育智幼兒園,(06)2732286,[710]臺南市永康區崑山里27鄰大灣路1102巷17弄119號,250,1995/05/20,府社福字第80170號,私立
385,永康區,臺南市私立愛幼幼兒園,(06)2729123,[710]臺南市永康區崑山里37鄰大仁街188巷1號,234,1981/08/20,府教國字第85951號,私立
386,永康區,臺南市私立幼幼世界幼兒園,(06)2737977,[710]臺南市永康區崑山里48鄰永華路32巷23號,35,2005/11/29,府社福字第0940262340號,私立
387,永康區,臺南市私立上恩幼兒園,(06)2057007,[710]臺南市永康區北灣里35鄰大灣路40巷76號,150,2000/10/25,府社福字第173957號,私立
388,永康區,臺南市私立聖心幼兒園,(06)2710096,[710]臺南市永康區北灣里4鄰信義街102號,90,1982/06/10,府教國字第56305號,私立
389,永康區,臺南市私立永康芝蔴街幼兒園,(06)3129904,[710]臺南市永康區復國里5鄰復國一路90巷41號,150,1995/02/22,府教國字第026291號,私立
390,永康區,臺南市私立傑登幼兒園,(06)3115651,[710]臺南市永康區復國里20鄰復國一路278號,216,2009/01/07,府社福字第0980004445號,私立
391,永康區,臺南市私立吉得堡幼兒園,(06)2718404,[710]臺南市永康區西勢里7鄰富強路一段185巷14號,60,1995/06/28,府教國字第102516號,私立
392,永康區,臺南市私立新生代幼兒園,(06)3128797,[710]臺南市永康區中興里18鄰中華二路215巷15號,99,1992/07/21,府社福字第98640號,私立
393,永康區,臺南市私立敦煌幼兒園,(06)3133266,[710]臺南市永康區中興里19鄰中山東路350巷1號,190,1996/11/23,府社福字第202519號,私立
394,永康區,臺南市私立愛兒幼兒園,(06)2321308,[710]臺南市永康區龍潭里30鄰龍國街387號,120,1982/04/30,府教國字第44132號,私立
395,永康區,臺南市私立二王幼兒園,(06)2310007,[710]臺南市永康區二王里11鄰永二街393巷2號,70,2004/11/30,府社福字第0930232709號,私立
396,永康區,臺南市私立星堡幼兒園,(06)3038535,[710]臺南市永康區三合里25鄰中山東路239號,109,2005/03/03,府教特字第0940043795號,私立
397,永康區,臺南市私立郡豐幼兒園,(06)3026518,[710]臺南市永康區東橋里14鄰東橋二街8號1-3樓,270,2016/05/11,南市教特(一)字第1050424372號,私立
398,永康區,臺南市私立威爾森東橋幼兒園,(06)3026105,[710]臺南市永康區東橋里16鄰東橋一路128號,300,2016/06/15,南市教特(一)字第1050440968號,私立
399,永康區,臺南市私立何嘉仁幼兒園,(06)2019393,[710]臺南市永康區安康里8鄰中山南路119巷8號,180,2002/08/27,府社福字第0910139203號,私立
400,永康區,臺南市私立派樂特幼兒園,(06)3037788,[710]臺南市永康區安康里26鄰中華西街196巷66號,162,2000/10/13,府社福字第166997號,私立
401,永康區,臺南市私立慈恩幼兒園,(06)3012918,[710]臺南市永康區安康里23鄰中華西街122巷49號,104,2002/05/28,府社福字第0910084443號,私立
402,永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,(06)2533131#6506,[710]臺南市永康區尚頂里19鄰南台街1號,90,2003/07/25,府教特字第0920124016號,私立
403,永康區,臺南市私立至真幼兒園,(06)2015093,[710]臺南市永康區復華里16鄰復國二路270號,240,1993/03/18,府教國字第34592號,私立
404,永康區,臺南市私立傑尼爾幼兒園,(06)3127438,[710]臺南市永康區復華里21鄰復國一路197號,195,1999/12/30,府教國字第221959號,私立
405,永康區,臺南市私立愛森堡幼兒園,(06)2015085,[710]臺南市永康區復華里14鄰復華七街150號,303,2004/02/20,府教特字第0930031833號,私立
406,永康區,臺南市私立凱迪斯幼兒園,(06)2037917,[710]臺南市永康區正強里43鄰中正路260號,120,1995/10/19,府教國字第171844號,私立
407,永康區,臺南市私立非凡幼兒園,(06)2315935,[710]臺南市永康區正強里15鄰正強街63巷26號、正強里14鄰正強街89號,285,1996/07/31,府社福字第131931號,私立
408,永康區,臺南市私立智全幼兒園,(06)2322762,[710]臺南市永康區正強里3鄰永正路130號、中正路1巷76號,125,1996/10/18,府社福字第181315號,私立
409,永康區,臺南市私立第一堡幼兒園,(06)3115441,[710]臺南市永康區中華里2鄰華興街7號,120,2000/12/29,府教特字第210733號,私立
410,東區,臺南市私立樂貝兒幼兒園,(06)2742111,[701]臺南市東區裕農里11鄰東寧路518號,180,1995/06/10,南市社福字第17643號,私立
411,東區,臺南市私立愛麗兒幼兒園,(06)2006156,[701]臺南市東區裕農里9鄰裕農路469號,20,2007/08/15,南市社兒字第09613577630號,私立
412,東區,臺南市私立威爾森德高幼兒園,(06)2905460,[701]臺南市東區大智里40鄰永東街58號,338,2014/08/26,南市教特(一)字第1030784850號,私立
413,東區,臺南市私立智慧園幼兒園,(06)2603922,[701]臺南市東區崇學里7鄰崇德四街37號,80,1994/10/30,南市社福字第33843號,私立
414,東區,臺南市私立傑尼爾至善幼兒園,(06)2897540,[701]臺南市東區崇學里8鄰崇明十二街19號,300,1998/12/03,南市教國字第39306號,私立
415,東區,臺南市私立小太陽幼兒園,(06)2360869,[701]臺南市東區泉南里32鄰林森路一段153巷58號,124,1990/07/19,南市社福字第14216號,私立
416,東區,臺南市私立新世代人文藝術幼兒園,(06)2370639,[701]臺南市東區東光里33鄰東興路236號,100,2002/07/10,南市社兒字第225599號,私立
417,東區,社團法人台南市基督教青年會附設臺南市私立長榮幼兒園,(06)2082517,[701]臺南市東區中西里17鄰林森路二段79號,180,2009/09/10,南市社兒字第09813667090號,私立
418,東區,臺南市私立長女幼兒園,(06)2355656,[701]臺南市東區中西里14鄰長榮路二段135號,135,2003/04/07,南市社兒字第1352715號,私立
419,東區,臺南市私立新園幼兒園,(06)2746000,[701]臺南市東區中西里10鄰勝利路52巷80號,90,2002/12/17,南市社兒字第1351977號,私立
420,東區,臺南市私立人上人幼兒園,(06)2082888,[701]臺南市東區東安里5鄰長榮路二段32巷8號,120,2003/10/16,南市社兒字第1357443號,私立
421,東區,臺南市私立育寶幼兒園,(06)2884882,[701]臺南市東區崇明里1鄰崇明十三街5號、7號,31,2007/03/30,南市社兒字第09613528520號,私立
422,東區,臺南市私立耶魯幼兒園,(06)2699630,[701]臺南市東區自強里28鄰中華東路二段185巷14號,120,1996/08/17,南市教國字第28710號,私立
423,東區,臺南市私立才子幼兒園,(06)2680144,[701]臺南市東區和平里2鄰文化二街68號,150,2018/11/23,南市教特(一)字第1071320981號,私立
424,東區,臺南市私立牧群幼兒園,(06)3310700,[701]臺南市東區關聖里12鄰裕和路36號,240,1981/05/21,南市教國字第41564號,私立
425,東區,臺南市私立長欣幼兒園,(06)3313448,[701]臺南市東區關聖里28鄰裕平路89號,150,2004/07/27,南市教特字第09312534550號,私立
426,東區,臺南市私立後甲幼兒園,(06)2692204,[701]臺南市東區關聖里7鄰裕農路668巷47號,91,1975/10/19,南市社福字第51984號,私立
427,東區,臺南市私立瑩青幼兒園,(06)2605374,[701]臺南市東區崇善里26鄰崇善十三街57號,165,1999/11/03,南市社福字第143549號,私立
428,東區,臺南市私立陽光城堡幼兒園,(06)2356477,[701]臺南市東區富強里14鄰裕農路288巷137號,100,1992/05/25,南市社福字第12387號,私立
429,東區,臺南市私立愛兒堡幼兒園,(06)2388006,[701]臺南市東區富強里9鄰裕農路446巷90弄16號,40,2000/10/04,南市社兒字第232492號,私立
430,東區,臺南光華學校財團法人臺南市光華高級中學附設臺南市私立光華幼兒園,(06)2342647,[701]臺南市東區圍下里1鄰勝利路41號,210,1978/12/14,南市教國字第64731號,私立
431,東區,臺南市私立維尼寶貝幼兒園,(06)2355860,[701]臺南市東區小東里31鄰東安路251巷53號,42,2010/06/10,南市社兒字第0991365346號,私立
432,東區,臺南市私立文林幼兒園,(06)2378378,[701]臺南市東區小東里15鄰光明街82號,270,2001/07/23,南市教特字第223224號,私立
433,東區,國立成功大學附設臺南市私立員工子女幼兒園,(06)2757575#61991,[701]臺南市東區大學里20鄰大學路1之3號,120,1994/08/13,南市教國字第26037號,私立
434,東區,臺南市私立慈心幼兒園,(06)2156779,[701]臺南市東區大福里2鄰榮譽街27號,30,1998/05/07,南市社福字第211127號,私立
435,東區,臺南市私立劍聲幼兒園,(06)2691439,[701]臺南市東區忠孝里9鄰榮譽街102號,45,1998/12/16,南市社福字第40885號,私立
436,東區,臺南市私立新生幼兒園,(06)2678254,[701]臺南市東區忠孝里10鄰榮譽街192號,60,2000/02/10,南市教特字第04276號,私立
437,東區,臺南市私立維多利亞人文藝術幼兒園,(06)2900807,[701]臺南市東區忠孝里39鄰崇明路268號,110,2005/10/06,南市社兒字第09413578070號,私立
438,東區,臺南市私立怡東幼兒園,(06)2348203,[701]臺南市東區東明里2鄰怡東路32號,100,1986/03/04,南市教國字第03304號,私立
439,東區,財團法人台灣聖公會附設臺南市私立聖公會幼兒園,(06)2683771,[701]臺南市東區崇德里24鄰崇德路550巷24號,120,1981/10/02,南市教國字第67083號,私立
440,東區,臺南市私立威斯康辛幼兒園,(06)2896616,[701]臺南市東區崇德里8鄰崇善路356號,130,1999/05/06,南市社福字第14612號,私立
441,東區,臺南市私立傑尼爾富農幼兒園,(06)2906768,[701]臺南市東區東聖里22鄰富農街二段33號,150,1997/04/24,南市社福字第13686號,私立
442,東區,臺南市私立輔大幼兒園,(06)2894186,[701]臺南市東區崇成里12鄰崇明十五街16號,150,1999/09/03,南市教國字第28699號,私立
443,東區,臺南市私立新樓幼兒園,(06)2383884,[701]臺南市東區東門里11鄰青年路360號,240,1972/07/31,南市教國字第58915號,私立
444,東區,臺南市私立德光幼兒園,(06)2691995,[701]臺南市東區德光里9鄰崇德路196號,240,1982/01/22,南市教國字第23288號,私立
445,東區,財團法人福智文教基金會附設臺南市私立妙慧幼兒園,(06)2682860,[701]臺南市東區德光里18鄰崇德一街96、98號,40,2008/11/25,南市社兒字第0971362330號,私立
446,東區,臺南市私立德妮勁寶兒幼兒園,(06)2686821,[701]臺南市東區崇信里21鄰中華東路三段44巷41號,90,1994/09/24,南市社福字第30603號,私立
447,東區,臺南市私立仁和幼兒園,(06)2684079,[701]臺南市東區崇信里15鄰崇學路230巷52號,360,1974/08/31,南市教國字第46129號,私立
448,東區,臺南市私立童話世界幼兒園,(06)2603477,[701]臺南市東區崇文里25鄰崇德廿二街65號,132,1998/02/19,南市社福字第05237號,私立
449,東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,(06)3357718,[701]臺南市東區崇文里3鄰崇德十六街17號,350,2004/08/25,南市社兒字第931356500號,私立
450,東區,財團法人台灣省台南市崇德聖堂附設臺南市私立崇德幼兒園,(06)2609843,[701]臺南市東區崇文里27鄰崇德二十三街69號,220,1993/09/04,南市社福字第27635號,私立
451,東區,財團法人台南市私立母佑會社會福利慈善基金會附設臺南市私立母佑幼兒園,(06)3310830,[701]臺南市東區南聖里8鄰裕農路798號,300,1977/09/23,南市教國字第49913號,私立
452,東區,臺南市私立元喬幼兒園,(06)3318677,[701]臺南市東區文聖里13鄰裕興街201號,99,2004/04/15,南市社兒字第931353117號,私立
453,東區,臺南市私立荷本幼兒園,(06)3316367,[701]臺南市東區文聖里11鄰裕平路122號,24,2001/01/29,南市社兒字第202943號,私立
454,南區,臺南市擇仁非營利幼兒園(委託財團法人福智文教基金會辦理),(06)7030435,[702]臺南市南區明德里6鄰南門路232號,60,2018/07/19,南市教特(一)字第1070706809號,私立
455,南區,臺南市私立新育光幼兒園,(06)2229381,[702]臺南市南區廣州里23鄰福吉五街33號,110,2011/08/10,府社兒字第1000553463號,私立
456,南區,臺南市私立金銀島幼兒園,(06)2215678,[702]臺南市南區新興里2鄰西門路一段471巷26號,60,2005/11/08,南市教特字第09412549040號,私立
457,南區,臺南市私立艾的佳幼兒園,(06)2655333,[702]臺南市南區新興里21鄰三官路211號,400,2004/02/05,南市社兒字第0931351115號,私立
458,南區,臺南市私立博學幼兒園,(06)2614527,[702]臺南市南區田寮里25鄰夏林路393號,56,2009/08/28,南市社兒字第09813657970號,私立
459,南區,臺南市私立長春藤幼兒園,(06)2648377,[702]臺南市南區田寮里2鄰新興路289、289之2號,110,1999/07/23,南市社福字第24071號,私立
460,南區,臺南市私立金蘋果幼兒園,(06)2633168,[702]臺南市南區明亮里10鄰金華路一段352巷14號,80,2001/12/04,南市社兒字第240423號,私立
461,南區,臺南市私立寶貝德蘭幼兒園,(06)2617842,[702]臺南市南區明亮里15鄰金華路一段352巷130弄6號,60,1974/12/16,南市教二字第61261號,私立
462,南區,臺南市私立心馨園幼兒園,(06)2624602,[702]臺南市南區喜東里10鄰明興路733號,40,2010/07/19,南市社兒字第0991367666號,私立
463,南區,臺南市私立喜樹歸園幼兒園,(06)2620988,[702]臺南市南區喜東里10鄰明興路746號,60,1983/05/18,南市教國字第41826號,私立
464,南區,臺南市私立米爾頓幼兒園,(06)2964955,[702]臺南市南區佛壇里14鄰灣裡路582號,150,1997/11/05,南市教國字第35589號,私立
465,南區,臺南市私立聖兒幼兒園,(06)2622090,[702]臺南市南區佛壇里10鄰灣裡路491號、493號、495號,200,1995/10/27,南市社福字第37107號,私立
466,南區,臺南市私立惠群幼兒園,(06)2677722,[702]臺南市南區大恩里7鄰國民路67號,60,1985/08/27,南市社福字第16072號,私立
467,南區,臺南市私立欣苗幼兒園,(06)2145625,[702]臺南市南區新生里10鄰大同路二段136巷5弄1號,30,2014/04/03,南市教特(一)字第1030286081號,私立
468,南區,臺南市私立新迪斯奈幼兒園,(06)2911055,[702]臺南市南區明興里9鄰金華路一段116巷1號,90,2003/07/14,南市教特字第09212518830號,私立
469,南區,臺南市私立幼芽幼兒園,(06)2913217,[702]臺南市南區明興里13鄰金華路一段66號,120,2003/07/07,南市社兒字第1354981號,私立
470,南區,臺南市私立快樂幼兒園,(06)2637941,[702]臺南市南區金華里12鄰賢南街9號,300,1987/05/13,南市社兒字第07862號,私立
471,南區,臺南市私立勝利幼兒園,(06)2620231,[702]臺南市南區建南里23鄰永成路二段811號,184,1988/09/22,南市社福字第17592號,私立
472,南區,臺南市私立大成幼兒園,(06)2611671,[702]臺南市南區府南里17鄰大成路二段177巷67號,38,2000/03/27,南市社兒字第019501號,私立
473,南區,臺南市私立紅蘋果幼兒園,(06)2918796,[702]臺南市南區府南里10鄰永成路三段399號,120,1995/03/11,南市社福字第06873號,私立
474,南區,臺南市私立甜甜幼兒園,(06)2623195,[702]臺南市南區松安里7鄰灣裡路88巷260號,240,1985/08/12,南市教國字第73345號,私立
475,北區,臺南市私立開元幼兒園,(06)2376804,[704]臺南市北區開元里1鄰北園街89號,150,1973/11/28,南市教國字第50113號,私立
476,北區,臺南市私立寶貝家庭幼兒園,(06)2385666,[704]臺南市北區力行里17鄰南園街127巷50號,49,2007/09/10,南市社兒字第09613588190號,私立
477,北區,臺南市私立東松幼兒園,(06)2743016,[704]臺南市北區華興里2鄰林森路三段193號,30,2010/02/24,南市社兒字第09913553630號,私立
478,北區,臺南市私立快樂讀經幼兒園,(06)2522045,[704]臺南市北區實踐里12鄰北門路三段27巷11號1樓,90,2014/12/08,南市教特(一)字第1031151155號,私立
479,北區,臺南市私立群力幼兒園,(06)2521602,[704]臺南市北區正風里15鄰公園路1092巷16號,76,1975/11/11,南市社福字第54266號,私立
480,北區,臺南市私立而勇幼兒園,(06)3504923,[704]臺南市北區大豐里28鄰文賢路365巷56號,210,1987/04/03,南市教國字第05194號,私立
481,北區,臺南市私立向日葵幼兒園,(06)3582623,[704]臺南市北區大豐里1鄰武聖路6號,175,1999/11/16,南市社福字第145443號,私立
482,北區,臺南市私立寶仁幼兒園,(06)2369311,[704]臺南市北區重興里12鄰開南街211巷2號,600,1966/08/11,南市教國字第31341號,私立
483,北區,社團法人台南市基督教青年會附設臺南市私立公園幼兒園,(06)2824000#51,[704]臺南市北區六甲里21鄰公園路591之31號,80,1998/05/04,南市社福字第13419號,私立
484,北區,財團法人眼淨和尚然妙和尚文教基金會附設臺南市私立正覺幼兒園,(06)2517032,[704]臺南市北區正覺里15鄰正覺街120號,210,1974/10/21,南市教國字第53269號,私立
485,北區,臺南市私立皇佳幼兒園,(06)2591111,[704]臺南市北區文元里28鄰文成路761號,330,1999/04/30,南市教國字第13782號,私立
486,北區,臺南市私立愛普樂斯幼兒園,(06)3504488,[704]臺南市北區文元里23鄰海安路三段833、835、837、839號,272,2005/12/06,南市社兒字第09413592270號,私立
487,北區,臺南市私立方圓幼兒園,(06)3589888,[704]臺南市北區文元里1鄰文賢二街457、461號,159,2009/12/09,南市社兒字第09813722700號,私立
488,北區,臺南市私立葛瑞特幼兒園,(06)3505618,[704]臺南市北區大港里6鄰大興街212巷12號、192巷11號,80,1986/05/27,南市社福字第08688號,私立
489,北區,臺南市私立育多幼兒園,(06)2590067,[704]臺南市北區大港里20鄰中華北路一段400號、402號,33,2009/01/06,南市社兒字第09813500340號,私立
490,北區,臺南市私立臺南成功幼兒園,(06)2288027,[704]臺南市北區玉皇里8鄰公園路223號,70,1984/11/01,南市社字第85629號,私立
491,北區,臺南市私立康德爾幼兒園,(06)2235155,[704]臺南市北區五福里12鄰成功路252號,36,2000/09/14,南市社兒字第064457號,私立
492,北區,臺南市私立沛愛幼兒園,(06)2829147,[704]臺南市北區成德里23鄰中華北路二段194巷20號,60,2001/07/09,南市社兒字第222158號,私立
493,北區,臺南市私立愛麗絲幼兒園,(06)2814483,[704]臺南市北區成德里20鄰育德一街81號,120,1986/12/08,南市社福字第21636號,私立
494,北區,臺南市私立柏欣幼兒園,(06)3584023,[704]臺南市北區文成里16鄰文賢路242巷41號,330,2007/09/13,南市教特字第09600906870號,私立
495,北區,臺南市私立天資幼兒園,(06)2500136,[704]臺南市北區文成里6鄰文賢一路185號,285,2004/09/17,南市社兒字第930079886號,私立
496,北區,臺南市私立奧林匹克誠光幼兒園,(06)2586641,[704]臺南市北區賢北里15鄰大興街585巷1號,100,1999/04/27,南市社福字第13512號,私立
497,北區,臺南市私立德妮湖美幼兒園,(06)2597796,[704]臺南市北區賢北里2鄰中華北路一段53巷56號,167,2004/10/13,南市社兒字第931357625號,私立
498,北區,臺南市私立安得誼幼兒園,(06)2522000,[704]臺南市北區華德里3鄰文成五街23-1號、25號、27號,242,2001/12/18,南市社兒字第241996號,私立
499,安南區,臺南市私立聖恩幼兒園,(06)3557817,[709]臺南市安南區塭南里28鄰安昌街322巷2弄1號,60,2006/07/25,南市社兒字第09513563990號,私立
500,安南區,臺南市私立佛光山慈航幼兒園,(06)3560577,[709]臺南市安南區州南里26鄰安和路四段538巷77號,200,2015/07/24,南市教特(一)字第1040691455號,私立
501,安南區,臺南市私立和順幼兒園,(06)3556873,[709]臺南市安南區州北里13鄰安和路五段81巷16號,80,1974/09/14,南市社福字第49166號,私立
502,安南區,臺南市私立意文幼兒園,(06)3554337,[709]臺南市安南區州北里17鄰安和路六段20巷1號,98,1992/08/05,南市社福字第20395號,私立
503,安南區,臺南市私立華德幼兒園,(06)2464846,[709]臺南市安南區頂安里17鄰北安路三段10號,282,2003/09/09,南市教特字第09212543100號,私立
504,安南區,臺南市私立達文西幼兒園,(06)2558254,[709]臺南市安南區頂安里7鄰怡安路一段384巷123號,203,2005/09/05,南市教特字第09412537580號,私立
505,安南區,臺南市私立上華幼兒園,(06)2465274,[709]臺南市安南區安慶里5鄰頂安街377巷1號,270,1999/04/08,南市教國字第10556號,私立
506,安南區,臺南市私立愛上學幼兒園,(06)2567630,[709]臺南市安南區安慶里14鄰安西路298號,286,2017/09/15,南市教特(一)字第1060970783號,私立
507,安南區,臺南市私立仁仁森林幼兒園,(06)2553161,[709]臺南市安南區原佃里1鄰怡安路二段516巷186、188號,292,2015/03/11,南市教特(一)字第1040217130號,私立
508,安南區,臺南市私立安琪幼兒園,(06)2464642,[709]臺南市安南區長安里9鄰長溪路三段436巷3號,56,1992/08/05,南市社福字第20396號,私立
509,安南區,臺南市私立安琪兒幼兒園,(06)2562054,[709]臺南市安南區海東里18鄰海佃路二段321號,210,2001/01/20,南市教特字第202465號,私立
510,安南區,臺南市私立芝蔴階幼兒園,(06)2454850,[709]臺南市安南區海東里17鄰同安路345號,120,1999/01/19,南市教國字第01756號,私立
511,安南區,臺南市私立愛因斯坦資優幼兒園,(06)2555565,[709]臺南市安南區海東里9鄰安吉路一段142號,200,2015/10/13,南市教特(一)字第1041008341號,私立
512,安南區,臺南市私立巧可碩幼兒園,(06)2551073,[709]臺南市安南區海西里3鄰海中街169巷64、66號,30,2006/08/16,南市社兒字第09513569780號,私立
513,安南區,社團法人中華民國林蕭專女士藝術文化協會附設臺南市私立朝日非營利幼兒園(臺南市政府核准申請辦理),(06)2568889,[709]臺南市安南區溪心里13鄰安中路三段153巷36號,120,1999/04/27,南市社福字第13511號,私立
514,安南區,臺南市私立朝陽幼兒園,(06)2462818,[709]臺南市安南區溪心里1鄰海中街300號,100,2012/05/10,南市教幼字第1010380839號,私立
515,安南區,臺南市私立康橋幼兒園,(06)2457457,[709]臺南市安南區溪心里2鄰海佃路二段631號、637號,255,2006/07/12,南市社兒字第09513559600號,私立
516,安南區,臺南市私立小孔明創客幼兒園,(06)2460030,[709]臺南市安南區溪心里28鄰智安四街96號,196,2018/10/22,南市教特(一)字第1071173194號,私立
